DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,PASSENGERS,DISTANCE,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,ORIGIN_STATE_ABR,DEST_STATE_ABR,MONTH
31,30,4800,3709,842,American Airlines Inc.,CLT,TUL,614,NC,OK,3
31,31,4960,4010,842,American Airlines Inc.,CLT,TUL,614,NC,OK,5
31,31,4960,3957,842,American Airlines Inc.,CLT,TUL,614,NC,OK,7
31,31,4960,3958,842,American Airlines Inc.,CLT,TUL,614,NC,OK,10
31,31,4960,3688,842,American Airlines Inc.,CLT,TUL,614,NC,OK,8
31,31,4960,3690,842,American Airlines Inc.,CLT,TUL,614,NC,OK,12
26,26,4160,3541,842,American Airlines Inc.,CLT,TUL,614,NC,OK,11
1,1,160,140,449,American Airlines Inc.,CLT,PHL,614,NC,PA,3
1,1,160,157,449,American Airlines Inc.,CLT,PHL,614,NC,PA,7
2,2,320,297,366,American Airlines Inc.,CLT,PIT,614,NC,PA,4
3,3,480,417,449,American Airlines Inc.,CLT,PHL,614,NC,PA,5
4,4,640,275,337,American Airlines Inc.,RDU,PHL,614,NC,PA,5
7,6,960,479,337,American Airlines Inc.,RDU,PHL,614,NC,PA,1
13,13,2080,882,337,American Airlines Inc.,RDU,PHL,614,NC,PA,2
14,14,2240,1881,366,American Airlines Inc.,CLT,PIT,614,NC,PA,2
28,28,4480,4143,449,American Airlines Inc.,CLT,PHL,614,NC,PA,4
30,28,4480,2528,337,American Airlines Inc.,RDU,PHL,614,NC,PA,3
30,29,4640,2669,337,American Airlines Inc.,RDU,PHL,614,NC,PA,4
31,31,4960,4357,366,American Airlines Inc.,CLT,PIT,614,NC,PA,3
3,3,480,337,449,American Airlines Inc.,CLT,PHL,614,NC,PA,12
17,17,2720,2189,337,American Airlines Inc.,RDU,PHL,614,NC,PA,12
1,1,160,92,449,American Airlines Inc.,CLT,PHL,614,NC,PA,11
1,1,160,149,1475,American Airlines Inc.,CLT,SJU,614,NC,PR,1
26,26,4160,3775,683,American Airlines Inc.,CLT,PVD,614,NC,RI,10
1,1,175,77,328,Southwest Airlines Co.,CLT,BNA,614,NC,TN,10
2,2,350,193,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,1
3,3,480,369,328,American Airlines Inc.,CLT,BNA,614,NC,TN,8
4,4,640,537,328,American Airlines Inc.,CLT,BNA,614,NC,TN,6
4,4,640,583,328,American Airlines Inc.,CLT,BNA,614,NC,TN,7
4,4,700,637,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,10
5,5,800,562,328,American Airlines Inc.,CLT,BNA,614,NC,TN,5
5,5,875,621,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,9
5,5,875,863,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,8
7,7,1225,1064,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,7
15,15,2625,2132,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,6
20,20,3500,2348,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,3
22,22,3520,2494,328,American Airlines Inc.,CLT,BNA,614,NC,TN,9
23,23,4025,2936,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,4
26,26,4160,3544,328,American Airlines Inc.,CLT,BNA,614,NC,TN,2
26,26,4160,3352,328,American Airlines Inc.,CLT,BNA,614,NC,TN,10
41,41,7175,5208,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,5
56,55,8800,7145,328,American Airlines Inc.,CLT,BNA,614,NC,TN,4
58,58,9280,7910,328,American Airlines Inc.,CLT,BNA,614,NC,TN,3
3,3,480,418,511,American Airlines Inc.,CLT,MEM,614,NC,TN,12
3,3,525,191,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,12
5,5,875,656,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,11
27,27,4725,3912,442,Southwest Airlines Co.,RDU,BNA,614,NC,TN,10
1,1,175,175,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,1
1,1,175,165,920,Southwest Airlines Co.,CLT,HOU,614,NC,TX,1
1,1,175,144,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,6
1,1,175,148,920,Southwest Airlines Co.,CLT,HOU,614,NC,TX,6
1,1,166,158,912,United Air Lines Inc.,CLT,IAH,614,NC,TX,7
1,1,166,90,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,1
1,1,160,115,1162,American Airlines Inc.,RDU,AUS,614,NC,TX,4
1,2,350,280,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,6
1,1,166,133,912,United Air Lines Inc.,CLT,IAH,614,NC,TX,8
1,1,160,150,1042,American Airlines Inc.,RDU,IAH,614,NC,TX,6
1,1,160,145,1042,American Airlines Inc.,RDU,IAH,614,NC,TX,9
1,1,160,148,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,10
2,2,350,319,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,3
2,2,350,348,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,3
3,3,525,434,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,2
3,3,525,266,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,4
4,4,640,470,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,9
4,4,700,516,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,4
4,4,700,579,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,5
4,4,700,540,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,5
4,4,640,565,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,4
4,4,700,612,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,5
5,5,875,445,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,9
7,7,1225,1059,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,1
7,7,1225,875,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,2
8,8,1400,1047,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,1
9,9,1575,1044,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,4
11,11,1826,1196,912,United Air Lines Inc.,CLT,IAH,614,NC,TX,4
13,13,2080,1623,936,American Airlines Inc.,CLT,DFW,614,NC,TX,3
17,16,2656,1712,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,9
17,17,2975,2443,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,10
17,17,2720,2315,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,8
20,19,3325,3129,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,6
21,21,3675,3286,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,3
21,21,3360,2810,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,6
22,22,3850,3551,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,7
25,25,4150,3326,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,10
26,25,4375,3711,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,8
27,26,4160,3318,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,7
27,26,4160,1996,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,9
30,29,4640,3656,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,6
30,30,4800,3851,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,10
31,31,4960,4319,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,1
31,25,4000,3607,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,7
31,29,4640,3422,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,8
33,33,5280,2954,936,American Airlines Inc.,CLT,DFW,614,NC,TX,2
34,34,5440,4391,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,5
34,34,5440,3067,936,American Airlines Inc.,CLT,DFW,614,NC,TX,1
42,42,6720,6206,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,2
42,42,6972,6469,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,6
43,43,7138,5644,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,8
48,47,7520,5631,912,American Airlines Inc.,CLT,IAH,614,NC,TX,1
50,49,7840,6195,912,American Airlines Inc.,CLT,IAH,614,NC,TX,2
55,55,8800,7469,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,4
55,55,8800,5505,912,American Airlines Inc.,CLT,IAH,614,NC,TX,9
57,54,8640,7001,912,American Airlines Inc.,CLT,IAH,614,NC,TX,7
57,57,9192,7186,912,American Airlines Inc.,CLT,IAH,614,NC,TX,10
58,56,8960,6474,912,American Airlines Inc.,CLT,IAH,614,NC,TX,8
59,58,9280,7307,912,American Airlines Inc.,CLT,IAH,614,NC,TX,6
60,60,9960,8947,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,7
62,62,9956,8708,936,American Airlines Inc.,CLT,DFW,614,NC,TX,10
62,62,9920,8604,912,American Airlines Inc.,CLT,IAH,614,NC,TX,3
62,62,9920,9093,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,3
63,63,10080,8945,936,American Airlines Inc.,CLT,DFW,614,NC,TX,5
64,64,10240,8060,936,American Airlines Inc.,CLT,DFW,614,NC,TX,4
65,63,10080,7910,936,American Airlines Inc.,CLT,DFW,614,NC,TX,9
82,82,13120,11639,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,6
83,83,13280,10590,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,5
84,83,13280,12108,936,American Airlines Inc.,CLT,DFW,614,NC,TX,6
85,85,13600,9818,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,4
85,83,13280,11164,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,7
87,84,13476,11058,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,10
88,81,12960,9374,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,9
93,90,14400,12938,936,American Airlines Inc.,CLT,DFW,614,NC,TX,8
94,94,15040,12758,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,3
95,95,15200,12201,912,American Airlines Inc.,CLT,IAH,614,NC,TX,5
95,95,15200,13853,936,American Airlines Inc.,CLT,DFW,614,NC,TX,7
100,99,15840,12440,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,8
118,118,18880,14916,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,2
136,133,21280,17167,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,1
140,139,22240,16969,912,American Airlines Inc.,CLT,IAH,614,NC,TX,4
1,1,160,127,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,12
3,3,525,372,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,12
7,7,1225,1019,920,Southwest Airlines Co.,CLT,HOU,614,NC,TX,12
13,13,2275,2000,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,12
14,14,2450,1978,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,12
18,18,2976,2572,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,12
31,31,4960,4660,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,12
32,32,5120,3349,936,American Airlines Inc.,CLT,DFW,614,NC,TX,12
40,40,6400,5238,912,American Airlines Inc.,CLT,IAH,614,NC,TX,12
119,119,19040,16551,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,12
1,1,175,150,926,Southwest Airlines Co.,CLT,DAL,614,NC,TX,11
1,1,160,144,1162,American Airlines Inc.,RDU,AUS,614,NC,TX,11
4,4,640,513,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,11
9,9,1575,1125,920,Southwest Airlines Co.,CLT,HOU,614,NC,TX,11
10,10,1750,1380,1052,Southwest Airlines Co.,RDU,DAL,614,NC,TX,11
17,17,2822,2298,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,11
17,17,2975,2174,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,11
25,25,4000,3740,1095,American Airlines Inc.,CLT,SAT,614,NC,TX,11
26,26,4160,3296,912,American Airlines Inc.,CLT,IAH,614,NC,TX,11
28,28,4480,3348,936,American Airlines Inc.,CLT,DFW,614,NC,TX,11
113,113,18080,15351,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,11
1,1,166,44,1042,United Air Lines Inc.,RDU,IAH,614,NC,TX,10
22,22,3850,2587,1050,Southwest Airlines Co.,RDU,HOU,614,NC,TX,10
31,31,4960,4532,1032,American Airlines Inc.,CLT,AUS,614,NC,TX,10
31,30,4800,3946,912,American Airlines Inc.,CLT,IAH,614,NC,TX,10
31,31,5425,3206,920,Southwest Airlines Co.,CLT,HOU,614,NC,TX,10
37,37,5920,4775,936,American Airlines Inc.,CLT,DFW,614,NC,TX,10
121,121,19360,17246,1061,American Airlines Inc.,RDU,DFW,614,NC,TX,10
2,2,320,249,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,4
3,3,480,452,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,7
3,3,480,446,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,8
7,7,1120,1026,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,6
7,7,1120,901,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,9
12,12,1920,1476,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,2
24,24,3838,3317,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,2
26,26,4160,3565,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,4
27,27,4319,3956,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,3
27,27,4320,3251,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,1
29,29,4640,4020,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,10
30,30,4800,4477,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,6
30,30,4799,4285,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,5
30,30,4800,3743,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,9
31,31,4960,4280,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,5
31,31,4960,4553,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,7
31,30,4799,4002,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,3
31,31,4960,4353,1727,Delta Air Lines Inc.,CLT,SLC,614,NC,UT,8
25,25,4000,3355,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,12
26,26,4160,3610,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,11
27,27,4319,3760,1823,Delta Air Lines Inc.,RDU,SLC,614,NC,UT,10
1,1,160,133,322,American Airlines Inc.,CLT,IAD,614,NC,VA,1
1,1,160,160,257,American Airlines Inc.,CLT,RIC,614,NC,VA,3
1,1,160,114,322,American Airlines Inc.,CLT,IAD,614,NC,VA,4
1,1,160,131,139,American Airlines Inc.,RDU,RIC,614,NC,VA,8
1,1,166,57,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,8
1,1,160,146,139,American Airlines Inc.,RDU,RIC,614,NC,VA,6
2,2,320,199,322,American Airlines Inc.,CLT,IAD,614,NC,VA,10
2,2,332,146,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,1
6,6,960,877,331,American Airlines Inc.,CLT,DCA,614,NC,VA,6
6,6,996,551,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,6
8,7,1162,653,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,9
8,8,1328,591,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,4
10,9,1494,982,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,3
14,14,2324,1175,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,2
22,22,3652,2815,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,10
22,22,3520,2709,331,American Airlines Inc.,CLT,DCA,614,NC,VA,1
23,23,3680,2854,331,American Airlines Inc.,CLT,DCA,614,NC,VA,2
27,26,4160,3407,331,American Airlines Inc.,CLT,DCA,614,NC,VA,3
29,29,4640,4108,331,American Airlines Inc.,CLT,DCA,614,NC,VA,4
30,30,4980,2893,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,5
31,31,4960,4448,331,American Airlines Inc.,CLT,DCA,614,NC,VA,5
52,51,8232,5669,257,American Airlines Inc.,CLT,RIC,614,NC,VA,10
2,2,332,271,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,12
24,24,3840,2709,331,American Airlines Inc.,CLT,DCA,614,NC,VA,12
4,4,664,480,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,11
26,26,4160,3596,331,American Airlines Inc.,CLT,DCA,614,NC,VA,11
2,2,320,278,224,United Air Lines Inc.,RDU,IAD,614,NC,VA,10
22,22,3520,3047,331,American Airlines Inc.,CLT,DCA,614,NC,VA,10
1,1,159,147,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,7
1,1,159,155,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,6
1,1,159,156,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,10
2,2,320,293,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,1
2,2,318,270,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,5
4,5,795,766,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,4
6,7,1113,984,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,3
10,12,1908,1597,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,2
16,14,2226,1688,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,1
23,23,3679,3271,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,6
27,27,4320,3358,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,9
28,27,4320,3759,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,10
30,30,4799,4331,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,7
31,31,4960,4242,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,8
6,5,795,722,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,12
30,29,4638,3766,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,12
1,1,160,133,2279,American Airlines Inc.,CLT,SEA,614,NC,WA,11
8,7,1113,925,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,11
28,28,4480,3279,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,11
7,9,1431,1270,2354,Alaska Airlines Inc.,RDU,SEA,614,NC,WA,10
31,31,4960,3172,2354,Delta Air Lines Inc.,RDU,SEA,614,NC,WA,10
1,1,160,129,651,American Airlines Inc.,CLT,MKE,614,NC,WI,2
1,1,166,115,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,3
1,1,166,109,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,7
1,1,166,155,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,2
1,1,160,156,416,American Airlines Inc.,EWR,RDU,614,NJ,NC,6
2,2,332,283,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,4
2,2,332,188,583,United Air Lines Inc.,EWR,AVL,614,NJ,NC,5
2,2,332,319,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,6
2,2,332,107,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,4
3,3,498,369,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,5
3,3,498,369,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,8
4,4,664,209,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,2
5,4,664,395,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,5
8,8,1328,1022,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,6
8,8,1328,1051,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,9
9,9,1494,1170,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,10
10,8,1328,683,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,1
21,22,3652,3078,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,10
35,34,5644,3239,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,9
50,50,8000,6621,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,2
50,48,7680,6242,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,1
55,54,8964,6981,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,8
56,55,9130,7823,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,7
60,59,9464,7860,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,10
60,55,8800,7631,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,3
84,83,13280,9459,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,9
89,83,13280,12299,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,8
90,83,13280,12656,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,7
107,107,17120,15022,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,6
137,135,21600,18841,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,4
181,177,28320,24944,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,5
1,1,166,110,583,United Air Lines Inc.,EWR,AVL,614,NJ,NC,12
15,15,2490,2209,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,12
39,39,6462,5043,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,12
54,54,8640,7626,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,12
2,2,332,221,583,United Air Lines Inc.,EWR,AVL,614,NJ,NC,11
23,23,3806,3202,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,11
41,41,6770,5459,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,11
53,53,8480,7442,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,11
2,2,332,225,529,United Air Lines Inc.,EWR,CLT,614,NJ,NC,10
10,10,1660,1028,416,United Air Lines Inc.,EWR,RDU,614,NJ,NC,10
82,81,12960,11892,529,American Airlines Inc.,EWR,CLT,614,NJ,NC,10
1,1,166,114,628,United Air Lines Inc.,EWR,CHS,614,NJ,SC,7
1,1,166,160,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,7
1,1,166,157,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,9
1,1,166,97,628,United Air Lines Inc.,EWR,CHS,614,NJ,SC,8
4,4,664,550,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,3
5,5,830,472,628,United Air Lines Inc.,EWR,CHS,614,NJ,SC,10
5,5,830,734,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,6
5,5,830,632,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,2
8,8,1328,800,628,United Air Lines Inc.,EWR,CHS,614,NJ,SC,6
8,8,1328,913,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,1
10,10,1660,1176,628,United Air Lines Inc.,EWR,CHS,614,NJ,SC,4
18,18,2988,2242,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,10
18,18,2988,2626,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,4
27,27,4482,3928,550,United Air Lines Inc.,EWR,MYR,614,NJ,SC,5
31,30,4980,3566,628,United Air Lines Inc.,EWR,CHS,614,NJ,SC,5
1,1,160,111,2026,Delta Air Lines Inc.,LAS,RDU,614,NV,NC,1
3,3,525,372,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,1
3,3,480,344,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,4
4,4,700,519,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,2
6,6,1050,920,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,9
7,7,1225,849,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,5
9,9,1575,1385,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,8
13,13,2275,1870,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,4
22,22,3850,3506,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,10
22,22,3850,3193,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,3
26,25,4375,3809,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,6
28,28,4480,3851,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,2
31,31,4960,3793,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,1
31,31,5425,4732,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,7
31,31,4960,4244,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,3
31,31,4960,3813,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,12
3,3,525,482,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,11
29,29,4640,3894,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,11
22,22,3850,3470,2026,Southwest Airlines Co.,LAS,RDU,614,NV,NC,10
30,30,4800,3590,1916,American Airlines Inc.,LAS,CLT,614,NV,NC,10
1,1,160,111,544,American Airlines Inc.,LGA,CLT,614,NY,NC,5
1,1,172,171,544,American Airlines Inc.,LGA,CLT,614,NY,NC,10
1,1,160,130,427,American Airlines Inc.,JFK,RDU,614,NY,NC,8
1,1,160,87,544,American Airlines Inc.,LGA,CLT,614,NY,NC,8
3,3,480,410,544,American Airlines Inc.,LGA,CLT,614,NY,NC,7
20,20,3200,3120,546,American Airlines Inc.,BUF,CLT,614,NY,NC,8
24,23,3680,2664,546,American Airlines Inc.,BUF,CLT,614,NY,NC,4
26,26,4172,3107,546,American Airlines Inc.,BUF,CLT,614,NY,NC,10
29,29,4640,4429,546,American Airlines Inc.,BUF,CLT,614,NY,NC,7
30,30,4800,4227,546,American Airlines Inc.,BUF,CLT,614,NY,NC,6
30,30,4800,4412,546,American Airlines Inc.,BUF,CLT,614,NY,NC,5
115,115,18400,15101,541,American Airlines Inc.,JFK,CLT,614,NY,NC,4
122,120,19224,15338,541,American Airlines Inc.,JFK,CLT,614,NY,NC,10
124,124,19852,13834,541,American Airlines Inc.,JFK,CLT,614,NY,NC,9
124,122,19520,14636,541,American Airlines Inc.,JFK,CLT,614,NY,NC,2
127,118,18880,13360,541,American Airlines Inc.,JFK,CLT,614,NY,NC,1
137,128,20480,18547,541,American Airlines Inc.,JFK,CLT,614,NY,NC,3
174,172,27520,22276,541,American Airlines Inc.,JFK,CLT,614,NY,NC,5
178,176,28160,23407,541,American Airlines Inc.,JFK,CLT,614,NY,NC,6
179,172,27532,25470,541,American Airlines Inc.,JFK,CLT,614,NY,NC,7
180,177,28320,25435,541,American Airlines Inc.,JFK,CLT,614,NY,NC,8
2,2,320,253,544,American Airlines Inc.,LGA,CLT,614,NY,NC,12
92,92,14720,12591,541,American Airlines Inc.,JFK,CLT,614,NY,NC,12
93,93,14880,12920,541,American Airlines Inc.,JFK,CLT,614,NY,NC,11
121,120,19200,16660,541,American Airlines Inc.,JFK,CLT,614,NY,NC,10
1,1,160,112,347,American Airlines Inc.,CMH,CLT,614,OH,NC,11
28,27,4320,3496,842,American Airlines Inc.,TUL,CLT,614,OK,NC,2
30,30,4800,4157,842,American Airlines Inc.,TUL,CLT,614,OK,NC,6
30,30,4812,3351,842,American Airlines Inc.,TUL,CLT,614,OK,NC,9
30,29,4640,3216,842,American Airlines Inc.,TUL,CLT,614,OK,NC,1
30,30,4800,4032,842,American Airlines Inc.,TUL,CLT,614,OK,NC,4
31,30,4800,3990,842,American Airlines Inc.,TUL,CLT,614,OK,NC,3
31,30,4800,4228,842,American Airlines Inc.,TUL,CLT,614,OK,NC,5
31,31,4960,3616,842,American Airlines Inc.,TUL,CLT,614,OK,NC,8
31,31,4960,4177,842,American Airlines Inc.,TUL,CLT,614,OK,NC,7
31,31,4984,4019,842,American Airlines Inc.,TUL,CLT,614,OK,NC,10
31,31,4960,4256,842,American Airlines Inc.,TUL,CLT,614,OK,NC,12
